gender,age,resident_type,cyber_awareness,password_strength,antivirus,socialmedia,occupation,internet_usage,cybercrime_victim,crime,found_solution,reported_crime,not_repoted_reason
M,47,VILLAGE,NO,WEAK,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,50,VILLAGE,NO,WEAK,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,50,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,50,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,48,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,47,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,41,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,44,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,47,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,48,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,50,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,41,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,47,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,41,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,44,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,43,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,46,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,47,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,48,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,49,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,ACCOUNT HACKING/IDENTITY THEFT,YES,YES,WAS AFRAID
M,49,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,ACCOUNT HACKING/IDENTITY THEFT,YES,YES,WAS AFRAID
M,43,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,ACCOUNT HACKING/IDENTITY THEFT,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,ACCOUNT HACKING/IDENTITY THEFT,YES,YES,WAS AFRAID
M,41,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,ACCOUNT HACKING/IDENTITY THEFT,YES,YES,WAS AFRAID
M,42,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,43,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,44,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,45,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,46,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,47,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,48,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,41,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,43,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,44,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,45,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,45,CITY,NO,STRONG,YES,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,YES,WAS AFRAID
M,45,CITY,NO,STRONG,YES,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,YES,WAS AFRAID
M,43,CITY,NO,STRONG,YES,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,YES,WAS AFRAID
M,46,CITY,NO,STRONG,YES,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,YES,WAS AFRAID
M,47,CITY,NO,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,48,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,49,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,49,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,51,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,52,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,53,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,54,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,55,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,56,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,57,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,58,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,49,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,60,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,51,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,52,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,53,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,54,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,54,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,55,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,56,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,57,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,58,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,49,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,60,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,51,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,NO,DON’T KNOW HOW TO REPORT
M,52,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,NO,DON’T KNOW HOW TO REPORT
M,53,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,55,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,56,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,57,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,58,CITY,YES,STRONG,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,49,CITY,NO,STRONG,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,60,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,51,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,52,CITY,NO,STRONG,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,53,CITY,NO,STRONG,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,54,CITY,YES,STRONG,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,54,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,55,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,56,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,57,CITY,NO,STRONG,YES,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,58,CITY,NO,STRONG,YES,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,49,CITY,NO,STRONG,YES,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,60,CITY,NO,STRONG,YES,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,51,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,52,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,53,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,55,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,56,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,57,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,58,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,49,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,60,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,51,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,CYBER BULLYING,NO,NO,DON’T KNOW HOW TO REPORT
M,52,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,53,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,55,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,56,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,57,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,58,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,49,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,60,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
